    0.143451350927352905E+01    0.116045916080474854E+01    0.874935507774353027E+00    0.433426916599273682E+00    0.141367480516433719E+00    0.229179476499557500E-01    0.154017448425292969E+00    0.123893922626962194E+01    0.544200133789445317E+00   -0.869970847310241657E+00   -0.158363649704483578E+01    0.603757830243694338E+00   -0.621792886042200355E+01   -0.625679316203516933E+02   -0.563500027599296871E+02
    0.972265005111694336E+00    0.602289855480194092E+00    0.129170179367065430E+00   -0.436484813690185547E-01    0.185660311460494998E+00    0.204500744938850391E-01    0.444979190826416016E+01    0.297573715289445317E+00    0.128337839389473629E+01   -0.762689892184198248E+00   -0.245109402060847970E+01    0.153835095116278375E+01   -0.669408349078918619E+01   -0.615186400367575033E+02   -0.548245565459683135E+02
    0.144748592376708984E+01    0.111524641513824463E+00    0.691289126873016357E+00   -0.476643025875091553E+00    0.251491481065750144E+00    0.203871049284935005E-01    0.135324168205261230E+01    0.312722780723674987E+01    0.711442692266928134E+00    0.500676716441148750E+00   -0.159303588702073284E+01    0.178853960136962109E+01   -0.116640661400776384E+02   -0.641291807109468408E+02   -0.524651145708691971E+02
   -0.148014396429061890E+01    0.140863716602325439E+00   -0.415738821029663086E+00    0.237849354743957520E-01    0.820173890590667753E-01    0.190175704956054674E-01   -0.493748760223388672E+01    0.412402925543347010E+00    0.498147935762745020E+00   -0.134998995138516853E+01   -0.125341676009725234E+01    0.445528908013557379E+00   -0.561251255201002408E+01   -0.575162367717367360E+02   -0.519037242197267119E+02
    0.128007554730534823E+01    0.441808163622494643E-01    0.246843083033275956E+00    0.290228801599053288E+00    0.147102335897255160E+00    0.203416759692173696E-01   -0.272570981674787571E+01    0.136174469065394987E+01   -0.113773377196480396E+01   -0.190359571419889995E+01    0.780558758625602422E+00   -0.997259980266562485E+00   -0.115474457761345981E+02   -0.633815655979015986E+02   -0.518341198217670041E+02
   -0.134810829162597656E+01   -0.587882637977600098E+00   -0.123510360717773438E-01    0.447785496711730957E+00    0.232602834463119523E+00    0.215091128349304203E-01   -0.492637681961059570E+01   -0.597101322949811220E+00   -0.487774132521963055E+00   -0.179618551850467134E+01   -0.276310633843763753E+01    0.290071287716955561E+00   -0.679411251127476490E+01   -0.586131976389144853E+02   -0.518190851276397169E+02
    0.114432476960648888E+01   -0.503530077381458274E+00   -0.387558480377043768E-01    0.403170261419705245E+00    0.191506873199452671E+00    0.209137349845545453E-01   -0.109088654975732524E+01    0.333926928950631918E+00    0.167319166108654882E+00   -0.881817764831111850E+00   -0.364421549861958738E+01    0.904889021413737504E+00   -0.765904199755824333E+01   -0.590391699758414958E+02   -0.513801279782832552E+02
    0.119085788726806641E+01    0.816514670848846436E+00    0.162271320819854736E+00   -0.164512038230895996E+00    0.177622289657592775E+00    0.198536919355392465E-01   -0.559834384918212891E+01   -0.789456197084064115E+00   -0.376892228520091466E+00   -0.137627944462792362E+00    0.289156602536877472E-01    0.974808724398599447E+00   -0.678170110091669542E+01   -0.581014986340245940E+02   -0.513197975331079022E+02
   -0.126061660051345825E+01   -0.109449863433837891E+00   -0.355190098285675049E+00    0.439942896366119385E+00    0.143052899837493891E+00    0.258214749693870538E-01   -0.126307725906372070E+01   -0.811676325857888514E+00   -0.901939241123272395E-01   -0.464080016746492907E+00   -0.590818817144054265E+00    0.445895233827968918E+00   -0.612322498507584445E+01   -0.573080742307793471E+02   -0.511848492457035036E+02
    0.918964961129512758E+00   -0.114779778984182679E+00    0.122209795616022632E+00    0.798193570593632717E-01    0.781876062997879095E-01    0.196946936891733218E-01   -0.593176829027589747E+01    0.191242328706834996E+01    0.127926327230625303E+00   -0.148902109214645839E+01   -0.690845594675693064E+00    0.110850121804901414E+01   -0.713065686967152690E+01   -0.575744648786822495E+02   -0.504438080090107235E+02
   -0.113700270652770996E+01    0.100982397794723511E+01   -0.718016266822814941E+00    0.124531209468841553E+00    0.130103377103805540E+00    0.228613133430480946E-01   -0.297377586364746094E+00   -0.729595240096614361E+00    0.119713351661744127E+01   -0.190684782511425288E+00   -0.527571305781293631E-01    0.273704594602691031E+01   -0.854488500600702316E+01   -0.589255849824886226E+02   -0.503806999764816013E+02
    0.126100212335586548E+01    0.808043539524078369E+00    0.396682620048522949E-01   -0.781506299972534180E-02    0.855386266708373921E-01    0.216827892065048211E-01   -0.342117333412170410E+01    0.206995217342864635E-01   -0.177241683016404750E+01   -0.202239025888161450E+01   -0.715344665502470889E-01   -0.661573073058434380E+00   -0.933663497863930125E+01   -0.597168640181339541E+02   -0.503802290394946510E+02
   -0.141091972589492798E+01    0.552247166633605957E-01   -0.344914913177490234E+00    0.557900547981262207E+00    0.161697265148162850E+00    0.253530538678169229E-01    0.442534375190734863E+01    0.117611361808826587E+01    0.134523506869868470E+01   -0.959490592591691671E+00   -0.250369094310940454E+01    0.416386659743466447E+00   -0.776458158453739689E+01   -0.581129755625711653E+02   -0.503483939780337693E+02
   -0.146327573060989380E+01   -0.733408391475677490E+00    0.418064296245574951E+00    0.319054663181304932E+00    0.120361806392669690E+00    0.250156241655349713E-01   -0.502537035942077637E+01    0.120236961695241007E+01    0.594143603492511829E+00    0.331577941784644503E+00   -0.173854550322062096E+01    0.144536820677899436E+01   -0.705988830901467335E+01   -0.572485846515932622E+02   -0.501886963425785879E+02
