    0.813642306327819753E+00    0.252217600822448762E+00    0.195935482978820789E-01    0.102504129290580748E+01    0.129399878978729244E+01   -0.528503894805908203E+01    0.112260042267166682E+01   -0.161192857874880247E+01   -0.162950999373265382E+01   -0.999646177377826461E+00    0.130371201687580673E+01    0.776371181011199951E+01    0.140028272753757044E+01   -0.462748417673072072E+04   -0.462888445945825788E+04   -0.621460743175560815E+01    1
    0.767668374776840245E+00    0.200772289037704471E+00    0.204927878379821786E-01    0.994253920316696238E+00    0.129719283580780043E+01   -0.533732771873474121E+01    0.130689675131634431E-01   -0.407591579349855182E+00   -0.140823392163952099E+01   -0.529678453120823178E+00    0.163274801396141833E+01    0.774351208209991437E+01    0.275578483270596308E+01   -0.394944022626165497E+04   -0.395219601109436098E+04   -0.621660743175561681E+01    1
    0.681288659572601318E+00    0.239383336544036873E+00    0.198471067547798148E-01    0.919831556081771806E+00    0.118498895168304452E+01    0.559423685073852539E+01   -0.944597534154354435E+00    0.195221366740383928E+01   -0.223517495384953691E+01   -0.121553662249993977E+01    0.216798761244149318E+01    0.791355426311492938E+01   -0.510214900373687108E+00   -0.342681037113335969E+04   -0.342630015623298596E+04   -0.621860743175561392E+01    1
    0.763581085205078058E+00    0.164313798666000377E+00    0.214963392615318272E-01    0.919493933916091910E+00    0.129397525787353529E+01   -0.568062543869018555E+01   -0.341914346487328658E+00   -0.128465378645501005E+01   -0.240403479950941801E+01    0.803448552630925406E-01    0.148131076982849685E+01    0.782335648536682093E+01    0.651565853155843033E+00   -0.336104623106640020E+04   -0.336169779691955591E+04   -0.622060743175561814E+01    1
    0.649617489576339691E+00    0.115179954528808581E+00    0.259196201562881465E-01    0.102254097342491157E+01    0.126802234649658208E+01   -0.545790839195251465E+01   -0.140196921817846487E+01   -0.959745069224026692E-01    0.415703958739186641E+00   -0.241904183452447796E+01    0.219617787632046202E+01    0.787495014667510951E+01    0.159887075664039813E+00   -0.308315533141429933E+04   -0.308331521848996317E+04   -0.622260743175562414E+01    1
    0.667800817489624055E+00    0.121692124128341683E+00    0.229297640919685353E-01    0.106963111400604260E+01    0.125024874210357662E+01   -0.571898174285888672E+01    0.754667767176897542E+00    0.106693947209691942E+01   -0.149956671613267623E+01    0.948004420138204296E-02    0.141150814520074186E+01    0.789339320659637433E+01    0.113169011905834971E+01   -0.305912910289769434E+04   -0.306026079301675281E+04   -0.622460743175562925E+01    1
    0.667614736557006871E+00    0.241853507995605482E+00    0.259953587055206277E-01    0.100753395795822143E+01    0.995245337486267090E+00   -0.518830275535583496E+01    0.630068938409067414E+00    0.487597306972702482E+00   -0.377978305756982991E+01   -0.201486743373266108E+01    0.116180596575077510E+00    0.782659041881561279E+01   -0.156986239858771182E+01   -0.295827727096375793E+04   -0.295670740856517023E+04   -0.622660743175562548E+01    1
    0.648311328887939409E+00    0.220791998147964491E+00    0.213123993873596193E-01    0.106147220611572268E+01    0.119877128601074223E+01   -0.368560838699340820E+01   -0.105407940995178251E+01   -0.787743294393976612E+00   -0.889055739029344982E+00   -0.426917952607936968E+00    0.899100941441020263E+00    0.787059490680694562E+01    0.196847274733454780E+01   -0.290116732429230342E+04   -0.290313579703963796E+04   -0.622860743175562526E+01    1
    0.782416436672210613E+00    0.196900217771530162E+00    0.246498547792434672E-01    0.106600941658020032E+01    0.128804185390472425E+01   -0.485536909103393555E+01   -0.856956809578832690E+00   -0.119693456624531791E+01    0.210312208672576384E+00   -0.390368616792670764E+01    0.158163145739422384E+01    0.783234791755676252E+01   -0.168371822663267867E+01   -0.287222720019831013E+04   -0.287054348197167747E+04   -0.623060743175562948E+01    1
    0.649439916610717760E+00    0.170231570720672604E+00    0.258623700141906721E-01    0.964803755283355713E+00    0.118969798088073730E+01    0.577543187141418457E+01    0.286773592353029017E+00   -0.146232910269759486E+01   -0.110653625157624425E+01   -0.234509867236624814E+01    0.633909257325058428E+00    0.787198488712310773E+01    0.175551464373616484E+01   -0.272579082329859648E+04   -0.272754633794233268E+04   -0.623260743175562393E+01    1
