    0.812522093178932092E+00    0.229758359771694676E+00    0.238723950520045858E-01    0.108267307981011740E+01    0.732358295518343860E+00   -0.109812482591780736E+01   -0.415955693805472038E+00    0.348007195191258334E-01   -0.240796104196874694E+01   -0.150476119374502559E+01    0.942469489256154924E+00    0.776987209079726604E+01    0.225784112710134766E+01   -0.976964371200444788E+02   -0.999542782471458224E+02
    0.687286167407146431E+00    0.211038833792456415E+00    0.240612865295871982E-01    0.109199617280977335E+01    0.762911077045790420E+00   -0.407837526494136071E+00    0.914720694566995007E+00   -0.993397445616892583E+00    0.334799364501350505E+00   -0.567343823844339568E+00    0.861762040777876104E+00    0.782121715996631917E+01    0.105214165018737860E+01   -0.984561480593916514E+02   -0.995082897095790315E+02
    0.663371616821355814E+00    0.244193526641425573E+00    0.200954228103063445E-01    0.983706006816398970E+00    0.739247709678856557E+00    0.131496192069664453E+00    0.274356909716289010E+00   -0.521408905757425600E+00   -0.171511578740705750E+01   -0.114574642890488576E+01    0.159385594767059069E+01    0.798633797456931394E+01    0.290422951510959049E+01   -0.965027363695469802E+02   -0.994069658846565716E+02
    0.766325903606626002E+00    0.241425427803417691E+00    0.253964032949162907E-01    0.104635517991840676E+01    0.710116969617998306E+00   -0.682200810139754310E+00   -0.123074836186674474E+01   -0.283386058875976177E+00   -0.125151808104305906E+01   -0.700593425018496418E+00    0.215047202280970851E+01    0.799919586651729997E+01    0.186226733166513725E+01   -0.970368674210228903E+02   -0.988991347526880276E+02
    0.766699305915044760E+00    0.240713070931456108E+00    0.216068083208047559E-01    0.102983011480540498E+01    0.789506488908541249E+00    0.311570228653906156E+00    0.360152726835849535E+00   -0.407966023591370630E+00   -0.116152729610462280E+01   -0.306871413898761602E+00    0.109513565814836533E+01    0.762210432223295165E+01    0.256964566057953725E+01   -0.956322480068716629E+02   -0.982018936674512020E+02
    0.759463690384824308E+00    0.228955073802566772E+00    0.247579286456631360E-01    0.107756654271111296E+01    0.815341679744934766E+00   -0.178202365394254159E+00   -0.333536474537368122E+00   -0.196331087667999782E+01   -0.987788000414866252E+00   -0.363989042633647841E+00    0.186706017166329752E+01    0.763952592934856867E+01    0.903886601052258598E+00   -0.970592353131197143E+02   -0.979631219141719782E+02
    0.669253499181368783E+00    0.198307486540135719E+00    0.217584377825645880E-01    0.108354806368984824E+01    0.722548714090221034E+00    0.388081969030408480E+00   -0.137096289403189076E+00   -0.157750093228628430E+01   -0.200113711804192462E+01   -0.147976712416379996E+01    0.306508134434011481E+01    0.789671361069698108E+01    0.262716869630753580E+00   -0.973744891184567933E+02   -0.976372059880875440E+02
    0.712751947146105569E+00    0.251242211463986675E+00    0.253860592800399729E-01    0.105919292846403668E+01    0.801559608413810465E+00    0.942067343328873541E+00    0.431057325739629960E+00   -0.353220636612832040E+00   -0.231410153813499164E+01   -0.607905817417986327E+00   -0.376989912899714508E-01    0.782353712281341540E+01    0.127708743319396723E+01   -0.963173236404719546E+02   -0.975944110736659241E+02
    0.646497882900818110E+00    0.206464458455251632E+00    0.219685661556142803E-01    0.109892873193414498E+01    0.802921643862263723E+00   -0.333615520868200122E-01   -0.644053881270565398E+00    0.115088096953286423E+00   -0.171862761808938536E+01   -0.180256872691074932E+01    0.120578292424283995E+01    0.776432294643084298E+01    0.274676379529166947E+01   -0.935748430055340918E+02   -0.963216068008257622E+02
    0.682166778367771842E+00    0.251239580942908491E+00    0.214596378472908071E-01    0.104946065191695537E+01    0.685116857803020785E+00    0.808113810346249295E+00    0.166315063314982581E+01    0.782237689396652058E+00   -0.158139844556558251E+01   -0.230868272950033315E+01    0.261678309661988351E+01    0.784850372371441907E+01   -0.210996896792301492E-01   -0.962857401181561698E+02   -0.962646404284769375E+02
    0.647810739856138684E+00    0.234617886536506171E+00    0.242084698502851373E-01    0.109018141791337908E+01    0.680893174398946366E+00    0.895478701519001774E+00   -0.288308605078100300E+00    0.857703932103959787E-01   -0.177264456978832619E+01   -0.179894277879384390E+00    0.210960415763224773E+01    0.765468056454485435E+01    0.187641172054643302E+01   -0.936937002036739131E+02   -0.955701119242203418E+02
    0.774789852958423175E+00    0.227820737409404006E+00    0.201470113652296133E-01    0.108046903760187196E+01    0.784468768416827222E+00   -0.521488082775638517E-01    0.169599608160865500E+01   -0.146791679953707899E+01   -0.167133821452466669E+01   -0.179936865606237006E+01    0.733819390871986110E+00    0.785643618775334218E+01    0.621361331035384268E+00   -0.949096277168471545E+02   -0.955309890478825423E+02
    0.797953078218176515E+00    0.232326163360083937E+00    0.229396739645153780E-01    0.109618441347819728E+01    0.813200007213679243E+00    0.772668967563810760E+00    0.119595437907946689E+00   -0.594845961960572822E+00   -0.343318776682508320E+00   -0.115580494497521613E+01    0.253293365984859520E+01    0.791320638523267927E+01    0.204890298656302017E+01   -0.932246776687621121E+02   -0.952735806553251336E+02
