    0.946511704419528996E+02    0.372145010881417647E+03    0.121160819074298265E+00    0.206262025237083438E-01    0.881887531280517556E+00    0.274323463439941406E+01    0.614413488730178869E+00    0.373132549724459806E+00   -0.128681901755385275E+01   -0.223242532902872881E+01    0.769592862960735369E+00   -0.265579682363666958E+01   -0.555362090400453852E+02   -0.528804122164087147E+02
    0.933046328506409282E+02    0.370888831734775749E+03    0.120695722476884718E+00    0.196308488845825177E-01    0.570783829689025857E+00    0.235376358032226562E-01    0.479341979224727766E+00    0.111328858305455469E+01   -0.162546227381312725E+01   -0.732997837905031702E+00    0.233907075552224564E+00   -0.304682207872528110E+01   -0.545707307053205994E+02   -0.515239086265953148E+02
    0.931107713612916541E+02    0.370359384720866046E+03    0.118809485525803768E+00    0.209591035842895505E-01    0.117306885719299325E+01    0.163828825950622559E+01    0.111045260036576110E+01   -0.182128406976858059E+01   -0.255504646252006751E+01   -0.269978763569611147E+01    0.168405175269185770E+01   -0.485800053006869881E+01   -0.561732843691854242E+02   -0.513152838391167236E+02
    0.934142560302941547E+02    0.371430943123179759E+03    0.113174412803563995E+00    0.216043290495872495E-01    0.942201757431030185E+00   -0.428489613533020020E+01    0.279982624368813049E+00   -0.423540848934180703E+00   -0.109884510579263384E+01   -0.183297079813542041E+01    0.381018222084321900E+00   -0.242577022100145356E+01   -0.536150007412534819E+02   -0.511892305202520319E+02
    0.940590411147879877E+02    0.369842602989524266E+03    0.118368284372058152E+00    0.245274800658226017E-01    0.103396062850952153E+01   -0.267858338356018066E+01   -0.620681233723416881E+00    0.180532975297182985E+00   -0.101551063257033980E+01   -0.305528820408312640E+01    0.209584249572458248E+01   -0.174457198454690898E+01   -0.520328159935498817E+02   -0.502882440090029732E+02
    0.951272753599712360E+02    0.371462558608804784E+03    0.113320839045754490E+00    0.219374938011169425E-01    0.433040165901184104E+00   -0.393184375762939453E+01    0.899275004888977492E+00   -0.273572559450371955E+01   -0.984184661475637546E+00   -0.729384942138722181E+00    0.134733352729085731E+01   -0.480136778388176122E+01   -0.550742925754417314E+02   -0.502729247915599728E+02
    0.933655039382667837E+02    0.371294540317960355E+03    0.117615841953827266E+00    0.257491823434829702E-01    0.906182122230529741E+00   -0.404834532737731934E+01   -0.134125650077976388E+00   -0.109792475429799197E+01   -0.786332453368458806E+00   -0.626291615584477768E+00    0.362620631286176831E+01   -0.453436982536382338E+01   -0.546912091774675773E+02   -0.501568393521037521E+02
    0.965926852733380201E+02    0.368734492748173807E+03    0.113592980463684740E+00    0.201026366353034974E-01    0.961040520668029696E+00   -0.317129230499267578E+01   -0.373764426259413085E+00    0.130541062701581723E+01   -0.913385445971923726E-01   -0.140847367195078732E+01    0.592728303812464441E+00   -0.461866771628441874E+01   -0.547326980201052322E+02   -0.501140303038208117E+02
    0.940998150117391106E+02    0.370855757279659656E+03    0.115989313673023495E+00    0.251593720316886892E-01    0.844204926490783603E+00    0.109568309783935547E+01   -0.454007885615510531E+00    0.474777438934097573E+00    0.437762838206481542E+00   -0.282420155020076891E+01    0.118696383267320038E+01   -0.242873479728947972E+01   -0.521880826241377349E+02   -0.497593478268482556E+02
    0.942878438119171278E+02    0.369932554834783559E+03    0.116154354384711153E+00    0.244872179627418501E-01    0.477268505096435591E+00   -0.319798207283020020E+01    0.598254338398191976E+00   -0.243170983103368599E+01   -0.267327759553950273E+01   -0.144003212252869162E+01    0.206403869225482595E+01   -0.385986252645717265E+01   -0.535981354632471465E+02   -0.497382729367899756E+02
