# data theory diff diff_frac
6.385909446357404041e-10 4.479184170012341121e-09 -3.840593225376600510e-09 -6.014168001657647977e+00
4.037284440388027498e-10 9.320163266838062082e-09 -8.916434822799259798e-09 -2.208522821330441488e+01
3.567957787563106508e-10 1.528937182357281263e-08 -1.493257604481650260e-08 -4.185188540309318483e+01
2.209600246600226293e-10 1.497856985252347727e-08 -1.475760982786345508e-08 -6.678859603935175926e+01
2.864821594032062829e-10 1.039250776376130944e-08 -1.010602560435810315e-08 -3.527628256297273879e+01
2.492912371964653566e-10 5.643608472253486202e-09 -5.394317235057020690e-09 -2.163861552344009098e+01
4.783565003658931193e-10 1.189143382100290956e-08 -1.141307732063701562e-08 -2.385893640393136650e+01
5.532993793957984026e-10 1.933383288906563278e-08 -1.878053350966983375e-08 -3.394280602696162674e+01
5.258686106614813186e-10 1.871145112072459116e-08 -1.818558251006311118e-08 -3.458198900137388421e+01
6.296552018376762313e-10 1.279811326311354279e-08 -1.216845806127586615e-08 -1.932558966520357302e+01
7.194801456597276229e-10 6.852771712707141362e-09 -6.133291567047413739e-09 -8.524615451929516752e+00
3.836160435032663905e-10 1.292871608041991856e-08 -1.254510003691665180e-08 -3.270222987118064140e+01
3.986342514158669681e-10 2.094505824149434941e-08 -2.054642399007848171e-08 -5.154204365806953092e+01
3.311006001129592253e-10 2.017380348211783523e-08 -1.984270288200487503e-08 -5.992952859413507838e+01
3.532151553244417146e-10 1.372282113518845921e-08 -1.336960597986401688e-08 -3.785116742112472110e+01
3.311161335821406603e-10 7.310060553341002402e-09 -6.978944419758862103e-09 -2.107702921104441174e+01
4.270169184447948488e-10 1.442526529576957203e-08 -1.399824837732477790e-08 -3.278148422855635857e+01
4.861424270527550717e-10 2.312301483377205006e-08 -2.263687240671929581e-08 -4.656428064498636132e+01
3.972518380854153803e-10 2.195098896959544030e-08 -2.155373713151002554e-08 -5.425711114488445475e+01
4.339548998200543503e-10 1.468195733019981326e-08 -1.424800243037975850e-08 -3.283291060035939068e+01
4.314994933028632835e-10 7.698457452677906161e-09 -7.266957959375043033e-09 -1.684117379547991789e+01
5.955679530658226314e-10 2.027876189848560204e-08 -1.968319394541977827e-08 -3.304945110645397222e+01
5.860386037689289781e-10 3.200449917684251649e-08 -3.141846057307358534e-08 -5.361158867524309102e+01
4.560033396327038563e-10 2.972962740858185910e-08 -2.927362406894915411e-08 -6.419607385447686454e+01
3.862612306772576598e-10 1.937035405472167459e-08 -1.898409282404441616e-08 -4.914832583834089519e+01
3.172924875405456166e-10 9.894093323826279854e-09 -9.576800836285734754e-09 -3.018287924343607997e+01
7.951995715020861165e-10 2.287470425035436803e-08 -2.207950467885228305e-08 -2.776599167067629637e+01
9.344857620487649518e-10 3.588162712356003800e-08 -3.494714136151127015e-08 -3.739718974946521968e+01
8.224298184586634380e-10 3.304771332344556969e-08 -3.222528350498690821e-08 -3.918301936739250380e+01
7.185779071383472777e-10 2.131129149537909778e-08 -2.059271358824074998e-08 -2.865759353811590415e+01
6.184403392499368687e-10 1.077468087565179778e-08 -1.015624053640186029e-08 -1.642234487601448478e+01
9.834593532304424539e-10 3.145061489441517381e-08 -3.046715554118473280e-08 -3.097957779455448701e+01
9.837631843821504121e-10 4.847356975356789681e-08 -4.748980656918574702e-08 -4.827361637751425150e+01
6.077260774606390035e-10 4.353136371119426795e-08 -4.292363763373362781e-08 -7.062990914111907159e+01
1.973227230955908512e-10 2.719344155318115963e-08 -2.699611883008556852e-08 -1.368120123550473863e+02
-1.589247280147989279e-10 1.329136057376093150e-08 -1.345028530177572975e-08 8.463305534506405081e+01
1.316260416306449731e-09 3.730385278727679134e-08 -3.598759237097034140e-08 -2.734078448697477626e+01
1.575438175835238518e-09 5.687095335474075509e-08 -5.529551517890551657e-08 -3.509849896178242545e+01
1.279007265785400783e-09 5.027419922249153190e-08 -4.899519195670613236e-08 -3.830720377230979068e+01
8.958808550711044409e-10 3.078491687691994272e-08 -2.988903602184883972e-08 -3.336273551629429335e+01
5.324071257016447241e-10 1.473318743816674095e-08 -1.420078031246509602e-08 -2.667278409121643179e+01
1.873464116877816716e-09 4.636538632104169567e-08 -4.449192220416387895e-08 -2.374847844874177838e+01
2.010364346276874761e-09 6.948993657527042164e-08 -6.747957222899354606e-08 -3.356584210914970612e+01
1.356284587593224505e-09 5.993237810147130947e-08 -5.857609351387808187e-08 -4.318864495675163084e+01
7.108314526429422101e-10 3.557474784490898700e-08 -3.486391639226604676e-08 -4.904667099723644696e+01
3.859665783837698134e-10 1.650158911735492507e-08 -1.611562253897115603e-08 -4.175393270177724503e+01
