    0.912207933435113318E+02    0.371627148592956246E+03    0.229537657499313347E+00    0.228893592953681932E-01    0.115295565128326416E+01   -0.511344122886657715E+01   -0.575642602733523745E+00    0.984125327346418999E+00   -0.145153696978354652E+01   -0.117481223940899326E+01    0.257721916985929278E+00   -0.424568892498680128E+01   -0.667892864204701937E+03   -0.663647175279715157E+03   -0.460515351937698814E+01    1
    0.910766729189956550E+02    0.369713345116792652E+03    0.245988440036773698E+00    0.204474158883094781E-01    0.859134745597839311E+00   -0.573070621490478516E+01   -0.160968676507195596E+01   -0.800382384835529592E+00   -0.487298479458784239E-01   -0.209073444790419671E+00    0.137367208342197977E+01   -0.756069614092127207E+01   -0.340981318738704317E+03   -0.333420622597783051E+03   -0.461515351937698259E+01    1
    0.919942218261392100E+02    0.371641011985393334E+03    0.247627824068069463E+00    0.255536471605300880E-01    0.105616173744201669E+01    0.548930025100708008E+01    0.147878211157944861E+01    0.804913043349415602E+00   -0.231857692690823569E+01   -0.159675241636364262E+01    0.224262347678973128E+01   -0.535713958972015369E+01   -0.260780308064843780E+03   -0.255423168475123646E+03   -0.462515351937698149E+01    1
    0.912525008288819208E+02    0.371167663952610155E+03    0.198588385105133047E+00    0.227200238108634933E-01    0.127175734043121347E+01   -0.260648488998413086E+01    0.971869908454436882E+00   -0.395139002364430225E-01   -0.181641064502969107E+01   -0.122066343767414764E+01    0.241222527716558943E+01   -0.430991219320460139E+01   -0.240598304924406875E+03   -0.236288392731202265E+03   -0.463515351937698661E+01    1
    0.925838775989197984E+02    0.372254328356056931E+03    0.225296854019165049E+00    0.204859222769737254E-01    0.124084663391113281E+01    0.405830097198486328E+01    0.477615449473205445E+00    0.225136806545834234E-01    0.105781702916376563E-01   -0.451236282057152494E+00    0.845152692894544311E+00   -0.423007137392726662E+01   -0.224301267113560272E+03   -0.220071195739632998E+03   -0.464515351937698728E+01    1
    0.912591013638800632E+02    0.369215783028105079E+03    0.151283367633819582E+00    0.255004900693893422E-01    0.113347523212432866E+01   -0.556809282302856445E+01    0.332388027576371314E+00    0.188352677766147281E+01   -0.682634708823548486E-02   -0.884601783492371396E+00    0.170357927623854488E+00   -0.927063452863707127E+01   -0.221819803336576598E+03   -0.212549168807939537E+03   -0.465515351937698174E+01    1
    0.920809575197833965E+02    0.371410982611232384E+03    0.173844915390014648E+00    0.254850541353225692E-01    0.114803612232208252E+01   -0.405767869949340820E+01   -0.842258049855217905E+00   -0.932274318694226167E+00   -0.757913242124459208E+00   -0.784683321309103121E+00    0.935278982773297907E+00   -0.352507507872898707E+01   -0.212232612751829606E+03   -0.208707537673100632E+03   -0.466515351937698153E+01    1
    0.929791758147823657E+02    0.373427949412930275E+03    0.219524422645568845E+00    0.195035040974616998E-01    0.114203097820281996E+01    0.475517606735229492E+01    0.389102139157557758E+00    0.120480955169909976E+01   -0.924358361629628922E+00    0.117867025284112970E+00    0.209611299286848407E+01   -0.720521599080792718E+01   -0.195228411451117950E+03   -0.188023195460310035E+03   -0.467515351937698398E+01    1
    0.921245732619056525E+02    0.371387192037063642E+03    0.216530985832214362E+00    0.217456139922142036E-01    0.126347789764404306E+01   -0.550307750701904297E+00   -0.123983098481744491E+01    0.300352646198689455E+00   -0.172295710097500865E+01   -0.100341872689000411E+01    0.834971316222663740E+00   -0.383980713838193655E+01   -0.179583238972057075E+03   -0.175743431833675146E+03   -0.468515351937698377E+01    1
    0.915315306550585319E+02    0.371076783783473502E+03    0.175743962287902844E+00    0.237590237259864799E-01    0.126878001689910902E+01    0.488699984550476074E+01   -0.877073806533417155E+00    0.622833255150680998E+00   -0.821575340995650327E+00   -0.284058475916140196E+01   -0.720503375722500783E+00   -0.656344178193524996E+01   -0.168717607866481814E+03   -0.162154166084546574E+03   -0.469515351937698444E+01    1
    0.913130297042810071E+02    0.372261885563347960E+03    0.242338130950927738E+00    0.246281561851501435E-01    0.117889697551727290E+01    0.418644189834594727E+00   -0.495781608086645065E+00    0.631520875098203760E+00   -0.322704732255942650E+00   -0.141364838747335853E+01    0.265565150882480339E+01   -0.466580161913789482E+01   -0.163660299447919215E+03   -0.158994497828781334E+03   -0.470515351937698423E+01    1
    0.906732009445111089E+02    0.372186855600175249E+03    0.233658290147781361E+00    0.234953035712242124E-01    0.102978489398956308E+01   -0.238971805572509766E+01    0.638651931689082630E+00    0.915077051132584529E+00   -0.298347539570727349E+01   -0.798337645347828584E+00    0.209127705469995817E+01   -0.658144603040694953E+01   -0.161284167189040318E+03   -0.154702721158633381E+03   -0.471515351937698135E+01    1
    0.929136371688944109E+02    0.370666054406505964E+03    0.231768435716629029E+00    0.244589108228683468E-01    0.100827715396881112E+01    0.391990828514099121E+01   -0.802102910996609353E+00   -0.168773205548063743E+01   -0.932171439629882803E+00   -0.325704551432750122E+01    0.104018567910884507E+01   -0.673132617746175477E+01   -0.153269792661043425E+03   -0.146538466483581658E+03   -0.472515351937698025E+01    1
    0.931846923971395427E+02    0.370774832376284621E+03    0.226946293830871587E+00    0.227801169753074628E-01    0.837228751182556130E+00   -0.342827510833740234E+01    0.651341446767901289E+00    0.205242212913276489E+01    0.396963424251453256E+00   -0.277798271480719450E+01    0.242817443653279952E+01   -0.917217441621114205E+01   -0.149845726529660112E+03   -0.140673552113448977E+03   -0.473515351937698448E+01    1
    0.924357928845799961E+02    0.371280882862465432E+03    0.238677766084671034E+00    0.230718722343444815E-01    0.695940279960632235E+00   -0.511212229728698730E+01    0.231816505794313343E+00   -0.127696910861800461E+01   -0.157867829324231712E+00   -0.156949628364486671E+01    0.174896216124921033E+01   -0.394893603579511998E+01   -0.137770148074991795E+03   -0.133821212039196666E+03   -0.474515351937698782E+01    1
    0.910392633987200952E+02    0.369946407321019478E+03    0.131258490800857552E+00    0.200322315692901612E-01    0.129525413513183607E+01    0.548608446121215820E+01   -0.247571604974154980E+00    0.111028902580642352E+01   -0.717411214715184320E+00   -0.221570442212282614E+01   -0.320959610428415143E-01   -0.652956397575916370E+01   -0.116535376060790810E+03   -0.110005812085031650E+03   -0.475515351937698494E+01    1
    0.937685682860794714E+02    0.371141900948884768E+03    0.215426698207855233E+00    0.200318639874458304E-01    0.104157781600952148E+01   -0.265801906585693359E+00   -0.164169301068568529E+00   -0.525420724810601314E+00   -0.106445926884475717E+01   -0.962485738833720461E+00    0.208251831371285334E+01   -0.483895328699406946E+01   -0.108408824384184285E+03   -0.103569871097190216E+03   -0.476515351937698117E+01    1
    0.929733330885912892E+02    0.370955022444895576E+03    0.186947232484817510E+00    0.212451773881912227E-01    0.956256890296935946E+00   -0.260477042198181152E+01   -0.155029142359808247E+00    0.108887535954067971E+01   -0.104298789266408654E+01   -0.719577752607847287E+00    0.659252440497084757E+00   -0.454894782418787180E+01   -0.931448475404825871E+02   -0.885958997162947099E+02   -0.477515351937698451E+01    1
