    0.711976322689140351E+00    0.417770957277090960E+00    0.370432271446996864E+00    0.457668726530296777E+00    0.235848215114893178E+00    0.607544858771502772E+00    0.490329183975086291E+00    0.144527358965831826E+00    0.247791523837168182E+00   -0.185923862810916525E+02   -0.450000000000000036+101    0.464911002860664363-309
    0.846668660640716553E+00    0.212608039379119873E+00    0.440905392169952393E+00    0.815644443035125732E+00    0.991552054882049561E+00    0.633333921432495117E+00    0.757384777069091797E+00    0.339672088623046875E+00    0.420348703861236572E+00   -0.182432145704889734E+02   -0.450000000000000036+101    0.395252516672997235-322
