   -0.132213842868804932E+01   -0.375901222229003906E+00   -0.861520290374755859E+00   -0.216335010528564520E+00   -0.336037538714190065E+01   -0.586703671433891500E+02   -0.553099917562472498E+02
   -0.141700297594070435E+01   -0.400893688201904297E+00   -0.533504486083984375E-01    0.106534385681152366E+00   -0.336037538714190065E+01   -0.586082860115802617E+02   -0.552479106244383615E+02
    0.138342994451522827E+01   -0.913774967193603516E-02    0.374534249305725098E+00    0.624444198608398393E+00   -0.336037538714190065E+01   -0.585120810583282278E+02   -0.551517056711863276E+02
   -0.897491097450256348E+00   -0.601503252983093262E-01    0.334099769592285156E+00   -0.200456428527832076E+00   -0.336037538714190065E+01   -0.576371473401323087E+02   -0.542767719529904085E+02
   -0.131031489372253418E+01   -0.659506380558013916E+00    0.170459389686584473E+00    0.116553306579589844E+00   -0.336037538714190065E+01   -0.566130715751957325E+02   -0.532526961880538323E+02
    0.132265359096333368E+01   -0.703366120007542506E-02   -0.413966580010357577E-01    0.376365421578540582E-01   -0.336037538714190065E+01   -0.555604232849833721E+02   -0.522000478978414719E+02
   -0.564118013585415801E+00   -0.790030534295376174E-01   -0.543981041419892009E-01    0.158999245018657254E+00   -0.336037538714190065E+01   -0.553190607988526679E+02   -0.519586854117107677E+02
   -0.111777893240838444E+01   -0.723802032753277258E+00   -0.117981511750292478E-01    0.270645197953760519E-01   -0.336037538714190065E+01   -0.548505638067953569E+02   -0.514901884196534567E+02
   -0.147382968664169312E+01   -0.843971729278564453E+00    0.322146415710449219E-01    0.302664756774901900E-01   -0.336037538714190065E+01   -0.548115175663069749E+02   -0.514511421791650747E+02
   -0.924016535282135010E+00   -0.149016022682189941E+00   -0.891481637954711914E-01    0.310741233825683638E+00   -0.336037538714190065E+01   -0.545688419651524441E+02   -0.512084665780105439E+02
   -0.126218015251517612E+01    0.874134362519174424E-01    0.474658490631263419E-01   -0.428817772159270083E-01   -0.336037538714190065E+01   -0.545460815939773127E+02   -0.511857062068354125E+02
    0.136037523512448999E+01   -0.754747522221258516E+00    0.332280477948345920E+00   -0.143305657626412453E-01   -0.336037538714190065E+01   -0.542721137731538406E+02   -0.509117383860119403E+02
   -0.830268502235412598E+00   -0.324649393558502197E+00    0.119509458541870117E+00    0.246691799163818448E+00   -0.336037538714190065E+01   -0.542688223620057784E+02   -0.509084469748638782E+02
    0.553071739978365784E+00    0.266635007664133283E-01    0.859390222924258929E-01   -0.187206882924619178E+00   -0.336037538714190065E+01   -0.542378173231608827E+02   -0.508774419360189825E+02
   -0.135979229128707835E+01    0.131684285500002218E-01   -0.219359819931498445E+00    0.408081017471115803E+00   -0.336037538714190065E+01   -0.542186676434423518E+02   -0.508582922563004516E+02
    0.115387344360351562E+01    0.147515416145324707E+00    0.187486171722412109E+00   -0.490128707885742199E+00   -0.336037538714190065E+01   -0.541101972652136212E+02   -0.507498218780717210E+02
   -0.149062018172599209E+01   -0.314012370965450760E+00    0.823862683629528192E-02    0.396190072877544042E+00   -0.336037538714190065E+01   -0.540258095976805350E+02   -0.506654342105386348E+02
   -0.147588282823562622E+01   -0.179687440395355225E+00   -0.294057965278625488E+00    0.709641170501708940E+00   -0.336037538714190065E+01   -0.540037836674953340E+02   -0.506434082803534338E+02
   -0.127835834026336670E+01    0.151014089584350586E+00   -0.920028686523437500E-01    0.338310623168945224E+00   -0.336037538714190065E+01   -0.539969987941137646E+02   -0.506366234069718644E+02
   -0.853334069252014160E+00    0.246495902538299561E+00   -0.138806939125061035E+00    0.175526142120361328E+00   -0.336037538714190065E+01   -0.538222963680134256E+02   -0.504619209808715254E+02
   -0.142898377595710269E+01    0.145047316185649589E+00    0.643426018814338585E+00   -0.469475325865162163E+00   -0.336037538714190065E+01   -0.538115567982598435E+02   -0.504511814111179433E+02
   -0.120123195648193359E+01    0.352887511253356934E+00   -0.240941762924194336E+00    0.172748279571533159E+00   -0.336037538714190065E+01   -0.537970773179741073E+02   -0.504367019308322071E+02
    0.507866491196589553E+00   -0.213886328523539948E+00    0.131965537850626369E+00   -0.581729147027384430E-01   -0.336037538714190065E+01   -0.537742650648036218E+02   -0.504138896776617216E+02
    0.146668659687561931E+01    0.674017127538359961E-01   -0.163012378735315044E+00    0.706641063026183236E-01   -0.336037538714190065E+01   -0.537465496217163121E+02   -0.503861742345744119E+02
   -0.137815868854522705E+01    0.719227015972137451E+00   -0.786802172660827637E+00    0.494105052947998002E+00   -0.336037538714190065E+01   -0.537336234243835662E+02   -0.503732480372416660E+02
    0.111373114585876465E+01   -0.165146470069885254E+00   -0.215212345123291016E+00    0.203157138824462846E+00   -0.336037538714190065E+01   -0.537244164716801293E+02   -0.503640410845382291E+02
   -0.136015099198214240E+01    0.272167781511014617E-01   -0.134749619572793744E-02    0.110547908454028176E+00   -0.336037538714190065E+01   -0.537092947399830152E+02   -0.503489193528411150E+02
