# data theory diff diff_frac
3.972518380854153803e-10 5.879518401160337413e-10 -1.907000020306183610e-10 -4.800481300469524037e-01
4.339548998200543503e-10 3.905797661902732455e-10 4.337513362978110480e-11 9.995309108796150699e-02
4.314994933028632835e-10 2.032892265531010978e-10 2.282102667497621856e-10 5.288772531410244060e-01
5.955679530658226314e-10 5.646350205183305737e-10 3.093293254749205766e-11 5.193854435628662142e-02
5.860386037689289781e-10 8.910842515676181012e-10 -3.050456477986891231e-10 -5.205214227132493043e-01
4.560033396327038563e-10 8.269670122718240562e-10 -3.709636726391201998e-10 -8.135108680079395915e-01
3.862612306772576598e-10 5.375532490528555253e-10 -1.512920183755978655e-10 -3.916831573034846303e-01
3.172924875405456166e-10 2.737053927481921600e-10 4.358709479235345655e-11 1.373719722462184711e-01
7.951995715020861165e-10 6.212310129956625942e-10 1.739685585064235223e-10 2.187734560492870517e-01
9.344857620487649518e-10 9.795298030526610050e-10 -4.504404100389605316e-11 -4.820195537826234972e-02
8.224298184586634380e-10 9.075964989484465117e-10 -8.516668048978307366e-11 -1.035549521409572793e-01
7.185779071383472777e-10 5.885640976006275406e-10 1.300138095377197371e-10 1.809320997015961274e-01
6.184403392499368687e-10 2.988824780817327359e-10 3.195578611682041328e-10 5.167157458644653367e-01
9.834593532304424539e-10 1.024368328547572851e-09 -4.090897531713039728e-11 -4.159701688000996822e-02
9.837631843821504121e-10 1.561319433759131068e-09 -5.775562493769806558e-10 -5.870887003559837058e-01
6.077260774606390035e-10 1.378463752024226113e-09 -7.707376745635871097e-10 -1.268232026152450231e+00
1.973227230955908512e-10 8.414084016465807639e-10 -6.440856785509898610e-10 -3.264123201051556400e+00
-1.589247280147989279e-10 4.004082785885537057e-10 -5.593330066033526336e-10 3.519483805888710126e+00
1.316260416306449731e-09 1.227227685637008726e-09 8.903273066944100581e-11 6.764066560572808140e-02
1.575438175835238518e-09 1.853099804085118598e-09 -2.776616282498800802e-10 -1.762440649901569345e-01
1.279007265785400783e-09 1.613068525084118518e-09 -3.340612592987177354e-10 -2.611879292910666561e-01
8.958808550711044409e-10 9.657326587083860048e-10 -6.985180363728156391e-11 -7.796997027214913611e-02
5.324071257016447241e-10 4.489397393013882587e-10 8.346738640025646535e-11 1.567736087120492339e-01
1.873464116877816716e-09 1.628714399131746778e-09 2.447497177460699373e-10 1.306401951022966856e-01
2.010364346276874761e-09 2.402089930100288849e-09 -3.917255838234140880e-10 -1.948530297748646001e-01
1.356284587593224505e-09 2.019585567614763044e-09 -6.633009800215385391e-10 -4.890573748969527235e-01
7.108314526429422101e-10 1.155674882366888014e-09 -4.448434297239458039e-10 -6.258071840658900875e-01
3.859665783837698134e-10 5.124780477757754096e-10 -1.265114693920055962e-10 -3.277783012243463689e-01
