# data theory diff diff_frac
-1.223751890611969187e-10 2.680501379441043654e-11 -1.491802028556073423e-10 1.219039610888820624e+00
-3.844160029037763043e-10 4.815917347608904815e-11 -4.325751763798653525e-10 1.125278794619129830e+00
-3.987478334725143385e-10 5.373943302221762118e-11 -4.524872664947319856e-10 1.134770470234848005e+00
-1.847084910398366460e-10 4.348007149299117002e-11 -2.281885625328278224e-10 1.235398336309367018e+00
-7.554481973658228739e-11 2.744215123061450260e-11 -1.029869709671967964e-10 1.363256558507952354e+00
2.432920031015911630e-10 2.451801577469774521e-11 2.187739873268934210e-10 8.992239142177649303e-01
3.016535445510622607e-10 4.687960265765082513e-11 2.547739418934114227e-10 8.445912421568932960e-01
3.966344817317361189e-10 5.727735021009864441e-11 3.393571315216375003e-10 8.555916017184855837e-01
3.845865521925598789e-10 5.208949836445305623e-11 3.324970538281068098e-10 8.645571508741360933e-01
2.559522092791161302e-10 3.777456716629622450e-11 2.181776421128198993e-10 8.524155455712318918e-01
1.143328895332927644e-10 1.276292765749554547e-11 1.015699618757972238e-10 8.883704618190456648e-01
2.297124845314896128e-10 2.799956721136409403e-11 2.017129173201255317e-10 8.781103810336184923e-01
5.507183821619248917e-10 4.006776124996303741e-11 5.106506209119618284e-10 9.272445544805110185e-01
9.207533493957056672e-10 4.249357898437597166e-11 8.782597704113296567e-10 9.538491182114463562e-01
1.019227766774279538e-09 3.521421741175141759e-11 9.840135493625281852e-10 9.654501000073814065e-01
1.689250290239560018e-10 5.634155946839045592e-12 1.632908730771169554e-10 9.666470032333690510e-01
2.585656158284657158e-10 1.635550237943453272e-11 2.422101134490311604e-10 9.367452538999426759e-01
4.063660238169919185e-10 2.931404806321675884e-11 3.770519757537751726e-10 9.278629453617450729e-01
4.159879621584125085e-10 3.664503619908048026e-11 3.793429259593320283e-10 9.119084215587813791e-01
3.205652640513668472e-10 3.415342654544925479e-11 2.864118375059176118e-10 8.934587418680005610e-01
2.042070151772417225e-10 5.881450082009156308e-12 1.983255650952325743e-10 9.711985894465754443e-01
3.693692769340349337e-10 1.589975500809118877e-11 3.534695219259437514e-10 9.569543110351035331e-01
5.788546665938469869e-10 2.788711971678183527e-11 5.509675468770651646e-10 9.518236246053297656e-01
9.019672089934667974e-10 3.526914983337848104e-11 8.666980591600883099e-10 9.608975254513559827e-01
1.058103635684731691e-09 3.379319340379292892e-11 1.024310442280938801e-09 9.680624919297964315e-01
5.813869431833552791e-10 1.989411993525017651e-10 3.824457438308535398e-10 6.578161899143982749e-01
6.399253854988849307e-10 3.514820219669082276e-10 2.884433635319767031e-10 4.507453057313965950e-01
6.588788168647590581e-10 3.813138554638667141e-10 2.775649614008923440e-10 4.212686070583828157e-01
7.047942036513303181e-10 2.950825863224038902e-10 4.097116173289264279e-10 5.813209234785583490e-01
6.385909446357404041e-10 1.736356607389495311e-10 4.649552838967908730e-10 7.280956421359947583e-01
4.037284440388027498e-10 2.478322689932646786e-10 1.558961750455380713e-10 3.861411732252254536e-01
3.567957787563106508e-10 4.388688847576419241e-10 -8.207310600133127324e-11 -2.300282427315002154e-01
2.209600246600226293e-10 4.767784547768747768e-10 -2.558184301168521734e-10 -1.157758877473262338e+00
2.864821594032062829e-10 3.680105068385489940e-10 -8.152834743534271113e-11 -2.845843790244421689e-01
2.492912371964653566e-10 2.138367414443928911e-10 3.545449575207246549e-11 1.422211873581859243e-01
4.783565003658931193e-10 2.859009332533022507e-10 1.924555671125908687e-10 4.023266475220516614e-01
5.532993793957984026e-10 5.114464123251564774e-10 4.185296707064192529e-11 7.564253391418089556e-02
5.258686106614813186e-10 5.624029806896222142e-10 -3.653437002814089563e-11 -6.947433120639188997e-02
6.296552018376762313e-10 4.386814758997501331e-10 1.909737259379260982e-10 3.032988933952438515e-01
7.194801456597276229e-10 2.555551141744807781e-10 4.639250314852468448e-10 6.448058841983062006e-01
3.836160435032663905e-10 2.965224767563005223e-10 8.709356674696586817e-11 2.270331708538782522e-01
3.986342514158669681e-10 5.323951381475461859e-10 -1.337608867316792178e-10 -3.355479020093933840e-01
3.311006001129592253e-10 5.881417164508475869e-10 -2.570411163378883616e-10 -7.763233175965114086e-01
3.532151553244417146e-10 4.608368272923123860e-10 -1.076216719678706714e-10 -3.046915466269164430e-01
3.311161335821406603e-10 2.691648037680333646e-10 6.195132981410729576e-11 1.870984936429831158e-01
4.270169184447948488e-10 5.060295794697191691e-10 -7.901266102492432033e-11 -1.850340293604529618e-01
4.861424270527550717e-10 8.574006938153077399e-10 -3.712582667625526682e-10 -7.636820941823795339e-01
3.972518380854153803e-10 8.710414338407947820e-10 -4.737895957553794016e-10 -1.192668102025262966e+00
4.339548998200543503e-10 6.136314823139733013e-10 -1.796765824939189510e-10 -4.140443685931981532e-01
4.314994933028632835e-10 3.186814096485797659e-10 1.128180836542835176e-10 2.614558890689082093e-01
5.955679530658226314e-10 7.426006588318138112e-10 -1.470327057659911798e-10 -2.468781354152899121e-01
5.860386037689289781e-10 1.243910166479288355e-09 -6.578715627103593768e-10 -1.122573766436986586e+00
4.560033396327038563e-10 1.239637917257469559e-09 -7.836345776247657023e-10 -1.718484294996519779e+00
3.862612306772576598e-10 8.475380196682951160e-10 -4.612767889910374562e-10 -1.194209390836999063e+00
3.172924875405456166e-10 4.214313687686507344e-10 -1.041388812281051178e-10 -3.282109892841304499e-01
7.951995715020861165e-10 8.188502693223453976e-10 -2.365069782025928103e-11 -2.974183924116618680e-02
9.344857620487649518e-10 1.370960780340097945e-09 -4.364750182913329935e-10 -4.670750866598608608e-01
8.224298184586634380e-10 1.364063495823584341e-09 -5.416336773649209033e-10 -6.585773827850871509e-01
7.185779071383472777e-10 9.289522482215118208e-10 -2.103743410831645431e-10 -2.927648331423878814e-01
6.184403392499368687e-10 4.582092157929959579e-10 1.602311234569409108e-10 2.590890556254368260e-01
9.834593532304424539e-10 1.377233784015801499e-09 -3.937744307853590449e-10 -4.003972604377585287e-01
9.837631843821504121e-10 2.224635439535143352e-09 -1.240872255152992940e-09 -1.261352604826657675e+00
6.077260774606390035e-10 2.094068735893426031e-09 -1.486342658432787131e-09 -2.445744412751572394e+00
1.973227230955908512e-10 1.319211830986061661e-09 -1.121889107890470758e-09 -5.685554559000200570e+00
-1.589247280147989279e-10 5.900796530536722533e-10 -7.490043810684711296e-10 4.712950529628872509e+00
1.316260416306449731e-09 1.658581712115368256e-09 -3.423212958089185243e-10 -2.600711011043728149e-01
1.575438175835238518e-09 2.653246828000065728e-09 -1.077808652164827210e-09 -6.841326233531273004e-01
1.279007265785400783e-09 2.457811918099344183e-09 -1.178804652313943400e-09 -9.216559466455213068e-01
8.958808550711044409e-10 1.510405684341824451e-09 -6.145248292707200104e-10 -6.859448170950659396e-01
5.324071257016447241e-10 6.520183640356114696e-10 -1.196112383339667455e-10 -2.246612273949834537e-01
1.873464116877816716e-09 2.221576568810725124e-09 -3.481124519329084086e-10 -1.858121801196001011e-01
2.010364346276874761e-09 3.466172812529384869e-09 -1.455808466252510109e-09 -7.241515543929223364e-01
1.356284587593224505e-09 3.087461317480202810e-09 -1.731176729886978305e-09 -1.276411120293723389e+00
7.108314526429422101e-10 1.794321899206039839e-09 -1.083490446563097732e-09 -1.524257884952293862e+00
3.859665783837698134e-10 7.250761639150698259e-10 -3.391095855313000126e-10 -8.785983153031465820e-01
