# data theory diff diff_frac
7.185779071383472777e-10 6.076916259658448055e-09 -5.358338352520101087e-09 -7.456864870587322613e+00
6.184403392499368687e-10 -5.425020301741305807e-09 6.043460640991242469e-09 9.772099679527590510e+00
9.834593532304424539e-10 -2.370822212432666226e-09 3.354281565663108474e-09 3.410696694932077389e+00
9.837631843821504121e-10 5.576820840733720163e-09 -4.593057656351569544e-09 -4.668865159084221617e+00
6.077260774606390035e-10 -4.367431245288327603e-09 4.975157322748966916e-09 8.186512817645539286e+00
1.973227230955908512e-10 7.679413473160263802e-09 -7.482090750064672692e-09 -3.791803920342238143e+01
-1.589247280147989279e-10 -6.446528680537518074e-09 6.287603952522718991e-09 -3.956340860899396006e+01
1.316260416306449731e-09 -2.492398611918700446e-09 3.808659028225150384e-09 2.893545214185354819e+00
1.575438175835238518e-09 6.221400368322069748e-09 -4.645962192486831230e-09 -2.948996833864150346e+00
1.279007265785400783e-09 -4.556654887762048837e-09 5.835662153547449206e-09 4.562649728157674112e+00
8.958808550711044409e-10 8.475479657106106469e-09 -7.579598802035001821e-09 -8.460498691462072784e+00
5.324071257016447241e-10 -6.956134975347041125e-09 7.488542101048686056e-09 1.406544304075521623e+01
1.873464116877816716e-09 -2.580105304463999959e-09 4.453569421341817088e-09 2.377184265884858316e+00
2.010364346276874761e-09 7.342197399807247620e-09 -5.331833053530372860e-09 -2.652172509627293895e+00
1.356284587593224505e-09 -4.705346622854575404e-09 6.061631210447799702e-09 4.469291523252048925e+00
7.108314526429422101e-10 9.705642375380270571e-09 -8.994810922737328671e-09 -1.265392926733014534e+01
3.859665783837698134e-10 -7.749257576521211027e-09 8.135224154904980064e-09 2.107753523367522774e+01
