    0.931056818847084742E+02    0.370819199024881300E+03    0.138477349519729620E+00    0.215355695486068727E-01    0.747316384315490634E+00    0.234575343132019043E+01   -0.112069549401780932E+01    0.507969987055503225E+00   -0.107402506105131557E+01   -0.192019333548046234E+01    0.198125445792925370E+01   -0.545745814810002727E+01   -0.578616740567810695E+02   -0.524042159086810457E+02
    0.942777197295552014E+02    0.371058743890086816E+03    0.792680146694183380E-01    0.199095668792724605E-01    0.975406002998352006E+00   -0.513253211975097656E+01    0.503386174990509971E+00   -0.123189963399113367E+01   -0.135619422189051853E+01   -0.148822212674872389E+01    0.228011092896736045E+01   -0.426357792332748797E+01   -0.554937739885031078E+02   -0.512301960651756190E+02
    0.964910263283106815E+02    0.372323089943749665E+03    0.161560825109481804E+00    0.253912435770034771E-01    0.927650666236877419E+00    0.136334753036499023E+01   -0.742060106075541626E+00    0.311517076758036693E+00   -0.109932351053316757E+01    0.871717298754219883E+00    0.139418790014929095E+01   -0.907972645236328013E+01   -0.595152146227521968E+02   -0.504354881703889149E+02
    0.948130605483631825E+02    0.368716014912674609E+03    0.647515168190002377E-01    0.219194088578224186E-01    0.734272480010986328E+00   -0.916465044021606445E+00   -0.505678882529991824E-01   -0.159034718490488558E+01   -0.595924420861135840E-01   -0.143711832274107110E+01    0.189453514783167543E+01   -0.545247523793169453E+01   -0.551003429040751271E+02   -0.496478676661434335E+02
    0.964709416357939062E+02    0.371950015852362185E+03    0.797604560852050726E-01    0.215337170362472526E-01    0.635766315460205012E+00   -0.164446020126342773E+01   -0.830019321703048263E+00   -0.193348598103284475E+00   -0.867710955639040327E+00   -0.273706309919930391E+01    0.709872570486141052E+00   -0.679297729847061937E+01   -0.563557045328131991E+02   -0.495627272343425815E+02
    0.955493936416112319E+02    0.370044768981551670E+03    0.185576168775558464E+00    0.233673646450042703E-01    0.752414011955261142E+00    0.144631719589233398E+01   -0.101647104989183390E+01   -0.231540728566414500E-01   -0.119634959758627679E+01   -0.226924070541031142E+01    0.419040921126793364E+01   -0.802204112007402514E+01   -0.575365422524259031E+02   -0.495145011323518744E+02
    0.960424260328661603E+02    0.371007508140228083E+03    0.181288916587829585E+00    0.252755120396614061E-01    0.361390495300292991E+00   -0.466018438339233398E+01    0.153647866846426950E+01    0.886141978527348328E+00    0.165124950666495574E+00   -0.217893801633749717E+01    0.382822602078590535E+01   -0.973788429654430665E+01   -0.591942645249321373E+02   -0.494563802283878289E+02
    0.938415657862858552E+02    0.370013213270558253E+03    0.190615792751312269E+00    0.203388006687164301E-01    0.433334350585937500E+00   -0.282154369354248047E+01   -0.334774411018088358E+00    0.114555559375844496E+01   -0.650827886175875170E+00   -0.379955248024543835E-01    0.182387576688256581E+01   -0.517667431913640730E+01   -0.545712331712035166E+02   -0.493945588520671066E+02
    0.939646111624372224E+02    0.370240896212949110E+03    0.201096688270568841E+00    0.241711647510528538E-01    0.368254446983337425E+00   -0.501556062698364258E+01   -0.153898656995693273E+01    0.260191376265765995E+00   -0.309110892334274245E+00   -0.127942591185615129E+01    0.691326779093515364E+00   -0.469291062498037714E+01   -0.539358452078969393E+02   -0.492429345829165612E+02
    0.942895903176420234E+02    0.370916492472262917E+03    0.202096745967865005E+00    0.198932042717933633E-01    0.386618638038635276E+00   -0.456435513496398926E+01   -0.226248558585098181E+01   -0.318574201979799854E+00   -0.734975508713659798E+00   -0.785190022783126551E+00    0.768630424089451703E+00   -0.587015875393918574E+01   -0.550392448703025821E+02   -0.491690861163633954E+02
    0.945365841942636962E+02    0.371360437835680614E+03    0.181144366264343271E+00    0.241201267838478083E-01    0.467056655883789085E+00   -0.221664977073669434E+01   -0.112550023935114041E+01   -0.174132939795867969E+01   -0.267566223861876784E+00   -0.136002843037999810E+01   -0.181863299804944978E+00   -0.647202845989213138E+01   -0.555609447715590719E+02   -0.490889163116669422E+02
    0.953240326668017133E+02    0.371298751207095620E+03    0.987748303413391038E-01    0.209651484489440897E-01    0.563445091247558594E+00   -0.284388899803161621E+01   -0.296247310742501213E+00    0.786418975584410873E+00   -0.155793324680303136E+01   -0.235340680248214085E+01    0.625548585661590772E+00   -0.450950913676149412E+01   -0.535762772688928735E+02   -0.490667681321313793E+02
    0.933956443889749153E+02    0.368694276039468377E+03    0.254734087228775052E+00    0.251679261326789860E-01    0.416200184822082542E+00   -0.144866824150085449E+01   -0.921826178579294719E+00   -0.198305967698274799E+01    0.147995499923922602E+01   -0.214698080222547105E+01   -0.213845756148884680E+00   -0.115429983945458901E+02   -0.605230333371836835E+02   -0.489800349426377934E+02
    0.944590102630766069E+02    0.369611228283745049E+03    0.128631840705871581E+00    0.216480692028999319E-01    0.789806938171386697E+00   -0.455329442024230957E+01    0.551127973573102281E+00   -0.329753437030149088E+00   -0.496252755450541150E+00   -0.199317644642746927E+01    0.167544931037468836E+01   -0.342678002027966411E+01   -0.523060509078708051E+02   -0.488792708875911401E+02
    0.937579556322568806E+02    0.368993614056007345E+03    0.179265041828155530E+00    0.212449625134468086E-01    0.669603490829467685E+00    0.852220773696899414E+00    0.711489696003582139E+00    0.107777412230120717E+01   -0.287037159030091971E+01   -0.291203806428939060E+00    0.111784207902360344E+01   -0.710879951059346560E+01   -0.559454654705924455E+02   -0.488366659599989816E+02
    0.946016462273362322E+02    0.371253681620882844E+03    0.207765871524810797E+00    0.204737582802772509E-01    0.687839651107787997E+00    0.122395277023315430E+01   -0.334755711480738682E-01    0.124638876490621442E+01   -0.132018891558232077E+01   -0.234138221374792010E+01    0.822624020298690306E+00   -0.467541042881882873E+01   -0.535045469770828035E+02   -0.488291365482639748E+02
    0.950804730147162900E+02    0.368291367546741867E+03    0.235090138435363777E+00    0.237449750900268555E-01    0.724946403503417880E+00   -0.110033512115478516E+01   -0.251947100639426935E-01   -0.871220516161201886E+00    0.224774165391181890E+00   -0.199881664205236120E+01    0.784904414930452043E+00   -0.590314472770984544E+01   -0.546629190857767284E+02   -0.487597743580668848E+02
    0.959526102689394520E+02    0.371465498779536802E+03    0.128373928785324110E+00    0.202129153609275809E-01    0.556146407127380393E+00   -0.209312510490417480E+01    0.144629645516374694E+01    0.707418776775057268E+00   -0.130589945255564976E+01   -0.726248393103787748E+00    0.993960896161070417E+00   -0.565466775187764004E+01   -0.543761389429128386E+02   -0.487214711910351994E+02
    0.971164543477859752E+02    0.371073517534448229E+03    0.108834489583969116E+00    0.191649758219718941E-01    0.108095328807830815E+01   -0.213641166687011719E+01   -0.998812454687367790E+00    0.148354589362043598E-01   -0.323936175573749097E+01   -0.207335523656070109E+01    0.154119821221456954E+00   -0.915063201073977162E+01   -0.578719138882356035E+02   -0.487212818774958336E+02
    0.941239979039189620E+02    0.369419815731016342E+03    0.232675304174423225E+00    0.223618968725204474E-01    0.432404017448425271E+00   -0.192605996131896973E+01    0.790544375660147125E+00    0.669840189026444932E+00    0.478990623162192097E-01   -0.229765624141577973E+01    0.257133177242280908E+01   -0.573546370134544325E+01   -0.544466206171555172E+02   -0.487111569158100721E+02
    0.951385932214363947E+02    0.370448625811493230E+03    0.160550127983093260E+00    0.190270875692367565E-01    0.872324848175048739E+00    0.111722230911254883E+01   -0.153283729662234691E-01    0.116920527581214684E+00   -0.937557537844213362E+00   -0.246462500868233292E+01    0.226962711176497578E+01   -0.375478358639272702E+01   -0.524441548411782748E+02   -0.486893712547855486E+02
    0.954087494273383072E+02    0.370602245994730083E+03    0.223038449764251717E+00    0.241130117177963260E-01    0.631549096107482888E+00    0.114707279205322266E+01   -0.214428945649842717E+00   -0.120761702907543622E+01   -0.184287412414164442E+01   -0.136004307890175369E+01    0.125612754182952835E+01   -0.360275744256884822E+01   -0.522782198685110089E+02   -0.486754624259421576E+02
    0.944003478035758690E+02    0.370147595905227490E+03    0.253493505477905279E+00    0.203143758773803723E-01    0.554313349723815851E+00   -0.349468088150024414E+01   -0.700036454851442613E+00    0.367400009000675765E+00   -0.335839153505048449E+00   -0.300197842603324716E+01    0.699960743010024311E+00   -0.478881862038339889E+01   -0.534289233255138072E+02   -0.486401047051304047E+02
