    0.377486467361450195E+00    0.971949517726898193E+00    0.208536505699157715E+00    0.580864906311035156E+00    0.978503465652465820E+00    0.243694603443145752E+00    0.267370223999023438E+00    0.983911752700805664E-01    0.849009156227111816E+00    0.100392103195190430E-01   -0.181547906446611549E+02   -0.423843203174804876E+04    0.395252516672997235-322
    0.890280544757843018E+00    0.626633703708648682E+00    0.725054740905761719E+00    0.668958723545074463E+00    0.749143660068511963E+00    0.893615484237670898E-01    0.494341075420379639E+00    0.898547351360321045E+00    0.111353337764739990E+00    0.117848277091979980E+00   -0.171401291283341344E+02   -0.687570645603341859E+02    0.395252516672997235-322
    0.915396392345428467E+00    0.920685529708862305E+00    0.998809576034545898E+00    0.853953063488006592E+00    0.858069181442260742E+00    0.603913962841033936E+00    0.715929388999938965E+00    0.412614762783050537E+00    0.311709225177764893E+00    0.441003799438476562E+00   -0.172129780572480016E+02   -0.735227024862835208E+02    0.395252516672997235-322
    0.510261476039886475E+00    0.690345764160156250E+00    0.959066808223724365E+00    0.707117736339569092E+00    0.682761609554290771E+00    0.869246125221252441E+00    0.220755636692047119E+00    0.721352636814117432E+00    0.621580302715301514E+00    0.863967061042785645E+00   -0.174723680732243984E+02   -0.691344473683431033E+02    0.395252516672997235-322
    0.873960494995117188E+00    0.118249416351318359E+00    0.823497056961059570E+00    0.303651511669158936E+00    0.591903448104858398E+00    0.942555785179138184E+00    0.888879776000976562E+00    0.567252635955810547E-01    0.780335068702697754E-01    0.366638243198394775E+00   -0.169163071873784325E+02   -0.947184837085613544E+05    0.395252516672997235-322
    0.569811820983886719E+00    0.617500960826873779E+00    0.525267243385314941E+00    0.565223693847656250E-01    0.938581824302673340E-01    0.966543436050415039E+00    0.667986333370208740E+00    0.449652552604675293E+00    0.614744901657104492E+00    0.242878854274749756E+00    0.402761005052830447-310    0.000000000000000000E+00    0.395252516672997235-322
    0.588484287261962891E+00    0.476044774055480957E+00    0.657415151596069336E+00    0.524227380752563477E+00    0.757749736309051514E+00    0.533100545406341553E+00    0.975344479084014893E+00    0.246030509471893311E+00    0.479398548603057861E+00    0.186281740665435791E+00   -0.166770271115232873E+02   -0.825670299281422615E+02    0.395252516672997235-322
    0.994506418704986572E+00    0.536023497581481934E+00    0.797034025192260742E+00    0.673963427543640137E+00    0.217726051807403564E+00    0.105093240737915039E+00    0.817121326923370361E+00    0.559901595115661621E-01    0.879652500152587891E+00    0.978039026260375977E+00    0.000000000000000000E+00    0.362861280255061566-311    0.395252516672997235-322
    0.627820849418640137E+00    0.380984544754028320E-01    0.363706946372985840E+00    0.322649776935577393E+00    0.729255676269531250E+00    0.835547864437103271E+00    0.700284183025360107E+00    0.255919992923736572E+00    0.817075848579406738E+00    0.832121908664703369E+00   -0.158918767254663020E+02   -0.464085641270213364E+04    0.395252516672997235-322
    0.682580471038818359E-02    0.373890042304992676E+00    0.627059876918792725E+00    0.104450404644012451E+00    0.301866710186004639E+00    0.741163432598114014E+00    0.435969293117523193E+00    0.652829408645629883E+00    0.658134877681732178E+00    0.210604667663574219E-01    0.000000000000000000E+00    0.000000000000000000E+00    0.395252516672997235-322
    0.731500387191772461E+00    0.836628079414367676E-01    0.708679318428039551E+00    0.635639071464538574E+00    0.381375849246978760E+00    0.327216744422912598E+00    0.675503015518188477E-01    0.860262095928192139E+00    0.165481328964233398E+00    0.810736417770385742E-02   -0.181547906446611549E+02   -0.423843203174804876E+04    0.395252516672997235-322
    0.169375777244567871E+00    0.882131457328796387E+00    0.580196082592010498E+00    0.791626870632171631E+00    0.241788983345031738E+00    0.585219383239746094E+00    0.890049338340759277E-01    0.936180055141448975E+00    0.291410267353057861E+00    0.961031079292297363E+00   -0.171401291283341344E+02   -0.687570645603341859E+02    0.395252516672997235-322
    0.716771841049194336E+00    0.615965366363525391E+00    0.802997171878814697E+00    0.196541965007781982E+00    0.982396185398101807E+00    0.845542550086975098E-01    0.192691206932067871E+00    0.442340493202209473E+00    0.638559043407440186E+00    0.123233258724212646E+00   -0.172129780572480016E+02   -0.735227024862835208E+02    0.395252516672997235-322
